,nppes_provider_city,drug_name,total_claim
942,JONESBOROUGH,OXYCODONE-ACETAMINOPHEN,215.0
943,ELIZABETHTON,MORPHINE SULFATE ER,215.0
944,WINCHESTER,TRAMADOL HCL-ACETAMINOPHEN,215.0
945,RUTHERFORD,TRAMADOL HCL,214.0
946,CENTERVILLE,OXYCODONE HCL,212.0
947,TALBOTT,TRAMADOL HCL,211.0
948,HIXSON,OXYCONTIN,211.0
949,COOKEVILLE,BUTRANS,210.0
950,MC EWEN,HYDROCODONE-ACETAMINOPHEN,210.0
951,FRANKLIN,ACETAMINOPHEN-CODEINE,210.0
952,RUTLEDGE,FENTANYL,209.0
953,LOUDON,MORPHINE SULFATE ER,208.0
954,CORRYTON,OXYMORPHONE HCL ER,208.0
955,ALCOA,ACETAMINOPHEN-CODEINE,207.0
956,JACKSON,MORPHINE SULFATE,205.0
957,BROWNSVILLE,FENTANYL,205.0
958,BRUCETON,OXYCODONE-ACETAMINOPHEN,205.0
959,KODAK,HYDROCODONE-ACETAMINOPHEN,204.0
960,ESTILL SPRINGS,HYDROCODONE-ACETAMINOPHEN,204.0
961,TRENTON,OXYCODONE-ACETAMINOPHEN,204.0
962,GATLINBURG,OXYCODONE-ACETAMINOPHEN,204.0
963,COVINGTON,MORPHINE SULFATE ER,203.0
964,ROAN MOUNTAIN,HYDROCODONE-ACETAMINOPHEN,203.0
965,SPRINGFIELD,OXYCONTIN,203.0
966,SOUTH FULTON,TRAMADOL HCL,203.0
967,KIMBALL,OXYCODONE-ACETAMINOPHEN,202.0
968,DAYTON,ACETAMINOPHEN-CODEINE,202.0
969,MOUNTAIN HOME,OXYCODONE HCL,202.0
970,JOHNSON CITY,BUTRANS,202.0
971,JAMESTOWN,ACETAMINOPHEN-CODEINE,202.0
972,NEWPORT,FENTANYL,202.0
973,SPRING CITY,FENTANYL,202.0
974,BRISTOL,MORPHINE SULFATE,201.0
975,MC MINNVILLE,ACETAMINOPHEN-CODEINE,201.0
976,MARTIN,MORPHINE SULFATE ER,201.0
977,TRACY CITY,OXYCONTIN,200.0
978,SMITHVILLE,MORPHINE SULFATE ER,199.0
979,CORRYTON,OXYCODONE-ACETAMINOPHEN,198.0
980,DICKSON,METHADONE HCL,198.0
981,JEFFERSON CITY,OPANA ER,198.0
982,MURFREESBORO,NUCYNTA ER,198.0
983,HENDERSON,ACETAMINOPHEN-CODEINE,198.0
984,MONTEREY,TRAMADOL HCL,197.0
985,HENDERSONVILLE,OPANA ER,196.0
986,BARTLETT,OXYCONTIN,196.0
987,HENDERSONVILLE,OXYMORPHONE HCL ER,196.0
988,HARROGATE,ACETAMINOPHEN-CODEINE,195.0
989,LYNCHBURG,TRAMADOL HCL,195.0
990,JOHNSON CITY,HYDROMORPHONE HCL,194.0
991,BOLIVAR,MORPHINE SULFATE ER,192.0
992,HENDERSONVILLE,HYDROMORPHONE HCL,192.0
993,CLARKSVILLE,EMBEDA,192.0
994,CLEVELAND,ACETAMINOPHEN-CODEINE,192.0
995,NEWBERN,HYDROCODONE-ACETAMINOPHEN,192.0
996,LAFAYETTE,FENTANYL,190.0
997,ENGLEWOOD,OXYCODONE HCL,190.0
998,COLLINWOOD,TRAMADOL HCL,188.0
999,DECATUR,TRAMADOL HCL,188.0
1000,BRISTOL,NUCYNTA ER,188.0
1001,SPARTA,OXYCODONE HCL,188.0
1002,SNEEDVILLE,ACETAMINOPHEN-CODEINE,188.0
1003,PLEASANT VIEW,OXYCONTIN,188.0
1004,HENDERSON,FENTANYL,187.0
1005,NEW TAZEWELL,OXYCODONE-ACETAMINOPHEN,187.0
1006,PALMER,TRAMADOL HCL,187.0
1007,NASHVILLE,EMBEDA,187.0
1008,HUMBOLDT,ACETAMINOPHEN-CODEINE,186.0
1009,GERMANTOWN,HYDROMORPHONE HCL,186.0
1010,OAK RIDGE,MORPHINE SULFATE,186.0
1011,BARTLETT,TRAMADOL HCL-ACETAMINOPHEN,185.0
1012,ATHENS,ACETAMINOPHEN-CODEINE,185.0
1013,SAVANNAH,FENTANYL,184.0
1014,COVINGTON,ACETAMINOPHEN-CODEINE,184.0
1015,LAWRENCEBURG,OXYCONTIN,184.0
1016,MOUNTAIN CITY,MORPHINE SULFATE ER,184.0
1017,SALE CREEK,MORPHINE SULFATE ER,183.0
1018,RUTLEDGE,OXYCODONE-ACETAMINOPHEN,183.0
1019,LINDEN,OXYCODONE HCL,181.0
1020,DANDRIDGE,FENTANYL,181.0
1021,OLD HICKORY,TRAMADOL HCL,180.0
1022,SPRING HILL,FENTANYL,180.0
1023,MANCHESTER,MORPHINE SULFATE,180.0
1024,MARYVILLE,FENTANYL,180.0
1025,KNOXVILLE,EMBEDA,179.0
1026,HERMITAGE,ACETAMINOPHEN-CODEINE,179.0
1027,HERMITAGE,METHADONE HCL,179.0
1028,PIGEON FORGE,OXYCODONE HCL,179.0
1029,GAINESBORO,TRAMADOL HCL,179.0
1030,OLD HICKORY,OXYCODONE HCL,179.0
1031,MILLINGTON,MORPHINE SULFATE ER,178.0
1032,PIGEON FORGE,OXYCODONE-ACETAMINOPHEN,177.0
1033,HENDERSON,METHADONE HCL,176.0
1034,MCMINNVILLE,MORPHINE SULFATE ER,176.0
1035,ADAMSVILLE,MORPHINE SULFATE ER,176.0
1036,JAMESTOWN,OXYCONTIN,175.0
1037,MC KENZIE,MORPHINE SULFATE,174.0
1038,SPENCER,OXYCODONE-ACETAMINOPHEN,174.0
1039,MARTIN,FENTANYL,174.0
1040,MURFREESBORO,HYDROMORPHONE HCL,173.0
1041,SPRING CITY,OXYCONTIN,172.0
1042,MT PLEASANT,OXYCODONE-ACETAMINOPHEN,172.0
1043,HIXSON,TRAMADOL HCL-ACETAMINOPHEN,172.0
1044,LEXINGTON,ACETAMINOPHEN-CODEINE,172.0
1045,CAMDEN,OXYCONTIN,172.0
1046,FRANKLIN,MORPHINE SULFATE,171.0
1047,MILLINGTON,OXYCODONE HCL,171.0
1048,NASHVILLE,NUCYNTA ER,171.0
1049,PULASKI,MORPHINE SULFATE ER,171.0
1050,OAK RIDGE,OXYCONTIN,171.0
1051,BURNS,HYDROCODONE-ACETAMINOPHEN,170.0
1052,APISON,OXYCODONE HCL,170.0
1053,JACKSON,OPANA ER,170.0
1054,JOHNSON CITY,TRAMADOL HCL ER,169.0
1055,CLINTON,OPANA ER,169.0
1056,PORTLAND,OXYMORPHONE HCL ER,168.0
1057,SMITHVILLE,OXYCODONE HCL,168.0
1058,ROGERSVILLE,FENTANYL,168.0
1059,ROGERSVILLE,ACETAMINOPHEN-CODEINE,167.0
1060,TALBOTT,OXYCODONE-ACETAMINOPHEN,167.0
1061,CORDOVA,HYDROMORPHONE HCL,166.0
1062,NEWPORT,OXYMORPHONE HCL,166.0
1063,SPENCER,TRAMADOL HCL,165.0
1064,PIKEVILLE,ACETAMINOPHEN-CODEINE,165.0
1065,MONTEAGLE,TRAMADOL HCL,164.0
1066,LEOMA,MORPHINE SULFATE ER,164.0
1067,WHITWELL,OXYCODONE-ACETAMINOPHEN,164.0
1068,GALLATIN,HYDROMORPHONE HCL,164.0
1069,FRANKLIN,METHADONE HCL,163.0
1070,BROWNSVILLE,OXYCODONE-ACETAMINOPHEN,163.0
1071,ATHENS,OXYCONTIN,163.0
1072,ROCKWOOD,TRAMADOL HCL,162.0
1073,SHELBYVILLE,MORPHINE SULFATE ER,162.0
1074,COOKEVILLE,METHADONE HCL,161.0
1075,DICKSON,OXYMORPHONE HCL ER,160.0
1076,POWELL,ACETAMINOPHEN-CODEINE,160.0
1077,ONEIDA,FENTANYL,159.0
1078,ONEIDA,ACETAMINOPHEN-CODEINE,159.0
1079,DANDRIDGE,OXYCONTIN,158.0
1080,BON AQUA,TRAMADOL HCL,157.0
1081,LEXINGTON,OXYCODONE HCL,157.0
1082,TRENTON,ACETAMINOPHEN-CODEINE,157.0
1083,ATHENS,MORPHINE SULFATE,157.0
1084,COLUMBIA,METHADONE HCL,156.0
1085,WINFIELD,OXYCODONE-ACETAMINOPHEN,156.0
1086,ATOKA,OXYCONTIN,156.0
1087,LEBANON,ACETAMINOPHEN-CODEINE,155.0
1088,BENTON,HYDROCODONE-ACETAMINOPHEN,155.0
1089,PARSONS,OXYCODONE-ACETAMINOPHEN,155.0
1090,SELMER,MORPHINE SULFATE ER,154.0
1091,DECHERD,TRAMADOL HCL,154.0
1092,NEWPORT,OPANA ER,154.0
1093,WHITE PINE,TRAMADOL HCL,152.0
1094,GLEASON,OXYCODONE-ACETAMINOPHEN,152.0
1095,UNICOI,HYDROCODONE-ACETAMINOPHEN,152.0
1096,LINDEN,OXYCODONE-ACETAMINOPHEN,150.0
1097,ANTIOCH,OXYCODONE HCL ER,150.0
1098,JACKSON,METHADONE HCL,150.0
1099,CLARKRANGE,ACETAMINOPHEN-CODEINE,150.0
1100,HUNTSVILLE,OXYCODONE HCL,149.0
1101,MOUNT JULIET,FENTANYL,149.0
1102,HUNTINGDON,ACETAMINOPHEN-CODEINE,149.0
1103,SMYRNA,OXYCONTIN,149.0
1104,BRUCETON,OXYCODONE HCL,148.0
1105,MADISONVILLE,OXYCONTIN,147.0
1106,ETOWAH,ACETAMINOPHEN-CODEINE,147.0
1107,WINFIELD,TRAMADOL HCL,146.0
1108,ETOWAH,FENTANYL,146.0
1109,BRENTWOOD,OPANA ER,146.0
1110,WAVERLY,OXYCODONE-ACETAMINOPHEN,146.0
1111,BAXTER,HYDROCODONE-ACETAMINOPHEN,145.0
1112,HOHENWALD,ACETAMINOPHEN-CODEINE,145.0
1113,MUNFORD,OXYCODONE-ACETAMINOPHEN,145.0
1114,ELIZABETHTON,FENTANYL,144.0
1115,LEWISBURG,OXYCONTIN,144.0
1116,DOVER,OXYCODONE-ACETAMINOPHEN,144.0
1117,OAKFIELD,OXYCODONE-ACETAMINOPHEN,143.0
1118,BRENTWOOD,MORPHINE SULFATE,143.0
1119,ERWIN,FENTANYL,142.0
1120,MANCHESTER,OXYMORPHONE HCL ER,142.0
1121,ASHLAND CITY,MORPHINE SULFATE ER,142.0
1122,ALAMO,OXYCODONE-ACETAMINOPHEN,141.0
1123,WESTMORELAND,OXYCODONE-ACETAMINOPHEN,140.0
1124,MURFREESBORO,BUTRANS,139.0
1125,JACKSON,NUCYNTA ER,139.0
1126,GREENFIELD,OXYCODONE HCL,139.0
1127,MONTEREY,OXYCODONE-ACETAMINOPHEN,138.0
1128,ROGERSVILLE,MORPHINE SULFATE ER,138.0
1129,TRENTON,MORPHINE SULFATE ER,138.0
1130,JOHNSON CITY,NUCYNTA ER,137.0
1131,NASHVILLE,MEPERIDINE HCL,136.0
1132,SPRING CITY,OPANA ER,136.0
1133,JELLICO,ENDOCET,136.0
1134,SOMERVILLE,FENTANYL,135.0
1135,BRISTOL,TRAMADOL HCL-ACETAMINOPHEN,134.0
1136,SEVIERVILLE,FENTANYL,134.0
1137,LINDEN,MORPHINE SULFATE ER,133.0
1138,MURFREESBORO,EMBEDA,133.0
1139,PARIS,MORPHINE SULFATE,132.0
1140,SMITHVILLE,FENTANYL,132.0
1141,GOODLETTSVILLE,MORPHINE SULFATE ER,132.0
1142,NEW TAZEWELL,FENTANYL,132.0
1143,CHATTANOOGA,HYDROCODONE-IBUPROFEN,132.0
1144,ARDMORE,HYDROCODONE-ACETAMINOPHEN,132.0
1145,LA VERGNE,OXYCODONE-ACETAMINOPHEN,131.0
1146,COLLEGE DALE,HYDROCODONE-ACETAMINOPHEN,131.0
1147,HARTSVILLE,TRAMADOL HCL,131.0
1148,MOUNT JULIET,OXYMORPHONE HCL ER,131.0
1149,LAFAYETTE,OXYCODONE HCL,130.0
1150,TAZEWELL,FENTANYL,130.0
1151,CORDOVA,BUTRANS,130.0
1152,NASHVILLE,ENDOCET,130.0
1153,LINDEN,ACETAMINOPHEN-CODEINE,129.0
1154,BOLIVAR,ACETAMINOPHEN-CODEINE,129.0
1155,MEMPHIS,BUTRANS,129.0
1156,HARROGATE,OXYCODONE HCL,129.0
1157,GALLATIN,METHADONE HCL,129.0
1158,CHARLESTON,MORPHINE SULFATE ER,129.0
1159,LAFOLLETTE,TRAMADOL HCL,128.0
1160,DYER,HYDROCODONE-ACETAMINOPHEN,128.0
1161,KINGSPORT,METHADONE HCL,128.0
1162,SPARTA,FENTANYL,127.0
1163,MOUTAIN HOME,HYDROCODONE-ACETAMINOPHEN,127.0
1164,MOUNTAIN CITY,FENTANYL,127.0
1165,UNIONVILLE,OXYCODONE HCL,127.0
1166,DICKSON,OPANA ER,127.0
1167,BRISTOL,ACETAMINOPHEN-CODEINE,127.0
1168,JONESBOROUGH,TRAMADOL HCL,126.0
1169,MEMPHIS,HYDROCODONE-IBUPROFEN,126.0
1170,BRISTOL,EMBEDA,126.0
1171,MEMPHIS,OPANA ER,126.0
1172,MURFRESSBORO,HYDROCODONE-ACETAMINOPHEN,126.0
1173,KNOXVILLE,HYDROCODONE-IBUPROFEN,126.0
1174,ATOKA,HYDROMORPHONE HCL,125.0
1175,LA FOLLETTE,ACETAMINOPHEN-CODEINE,125.0
1176,COUNCE,OXYCODONE-ACETAMINOPHEN,125.0
1177,MORRISON,FENTANYL,124.0
1178,OAKFIELD,OXYCODONE HCL,124.0
1179,HUMBOLDT,FENTANYL,124.0
1180,MEMPHIS,EMBEDA,124.0
1181,SEYMOUR,FENTANYL,123.0
1182,COLLIERVILLE,FENTANYL,122.0
1183,CARTHAGE,FENTANYL,122.0
1184,TULLAHOMA,ACETAMINOPHEN-CODEINE,122.0
1185,KODAK,TRAMADOL HCL,122.0
1186,GALLATIN,MORPHINE SULFATE,122.0
1187,S PITTSBURG,OXYCODONE-ACETAMINOPHEN,121.0
1188,DICKSON,MORPHINE SULFATE,121.0
1189,BRISTOL,HYSINGLA ER,121.0
1190,WARTBURG,OXYCONTIN,120.0
1191,CORRYTON,OXYCONTIN,120.0
1192,TRACY CITY,FENTANYL,120.0
1193,BRISTOL,BUTRANS,119.0
1194,GREENEVILLE,OPANA ER,119.0
1195,TULLAHOMA,HYDROMORPHONE HCL,119.0
1196,MCMINNVILLE,FENTANYL,118.0
1197,CORDOVA,EMBEDA,118.0
1198,WHITWELL,TRAMADOL HCL,118.0
1199,KNOXVILLE,BUTORPHANOL TARTRATE,118.0
1200,DRESDEN,MORPHINE SULFATE ER,118.0
1201,WHITE HOUSE,OXYCONTIN,118.0
1202,MPHS,HYDROCODONE-ACETAMINOPHEN,117.0
1203,JACKSON,HYDROCODONE-IBUPROFEN,116.0
1204,JACKSON,HYDROMORPHONE HCL,116.0
1205,RAMER,MORPHINE SULFATE ER,115.0
1206,DECATURVILLE,HYDROCODONE-ACETAMINOPHEN,115.0
1207,BEAN STATION,OXYCODONE-ACETAMINOPHEN,115.0
1208,MIDDLETON,TRAMADOL HCL,115.0
1209,LAKELAND,TRAMADOL HCL,115.0
1210,SOMERVILLE,ACETAMINOPHEN-CODEINE,115.0
1211,MEDINA,OXYCODONE-ACETAMINOPHEN,115.0
1212,PULASKI,FENTANYL,114.0
1213,ELIZABETHTON,OXYCONTIN,114.0
1214,NASHVILLE,BUTORPHANOL TARTRATE,113.0
1215,HARROGATE,FENTANYL,111.0
1216,SODDY DAISY,OXYCODONE-ACETAMINOPHEN,111.0
1217,CLIFTON,TRAMADOL HCL,110.0
1218,WARTBURG,OPANA ER,110.0
1219,SAVANNAH,MORPHINE SULFATE ER,110.0
1220,WINCHESTER,FENTANYL,110.0
1221,FRANKLIN,HYDROMORPHONE HCL,110.0
1222,SELMER,FENTANYL,110.0
1223,KNOXVILLE,ZOHYDRO ER,110.0
1224,JOHNSON CITY,EMBEDA,109.0
1225,NEW JOHNSONVILLE,TRAMADOL HCL,109.0
1226,PARROTTSVILLE,HYDROCODONE-ACETAMINOPHEN,109.0
1227,ANTIOCH,OXYMORPHONE HCL ER,108.0
1228,SIGNAL MOUNTAIN,OXYCODONE HCL,108.0
1229,SWEETWATER,FENTANYL,107.0
1230,COLLINWOOD,OXYCODONE-ACETAMINOPHEN,107.0
1231,JASPER,MORPHINE SULFATE ER,107.0
1232,POWELL,OXYCONTIN,107.0
1233,MORRISTOWN,EMBEDA,107.0
1234,UNIONVILLE,OXYCODONE-ACETAMINOPHEN,107.0
1235,JEFFERSON CITY,ACETAMINOPHEN-CODEINE,107.0
1236,JOHNSON CITY,METHADONE HCL,106.0
1237,MC MINNVILLE,FENTANYL,106.0
1238,MADISON,OXYMORPHONE HCL ER,104.0
1239,LEXINGTON,MORPHINE SULFATE ER,104.0
1240,MCKENZIE,HYDROCODONE-ACETAMINOPHEN,103.0
1241,COUNCE,FENTANYL,103.0
1242,GRAY,MORPHINE SULFATE ER,103.0
1243,CROSS PLAINS,OXYCODONE-ACETAMINOPHEN,102.0
1244,SCOTTS HILL,TRAMADOL HCL,102.0
1245,BUCHANAN,HYDROCODONE-ACETAMINOPHEN,102.0
1246,CHARLESTON,TRAMADOL HCL,101.0
1247,HARRIMAN,MORPHINE SULFATE,101.0
1248,GORDONSVILLE,TRAMADOL HCL,101.0
1249,SELMER,ACETAMINOPHEN-CODEINE,101.0
1250,COLLIERVILLE,HYDROMORPHONE HCL,101.0
1251,KNOXVILLE,NUCYNTA ER,101.0
1252,BYRDSTOWN,FENTANYL,100.0
1253,SEWANEE,HYDROMORPHONE HCL,100.0
1254,MUFREESBORO,HYDROCODONE-ACETAMINOPHEN,100.0
1255,PARIS,METHADONE HCL,100.0
1256,WAYNESBORO,FENTANYL,100.0
1257,MONTEREY,TRAMADOL HCL-ACETAMINOPHEN,100.0
1258,WHITE HOUSE,FENTANYL,100.0
1259,ERWIN,MORPHINE SULFATE ER,99.0
1260,LEBANON,METHADONE HCL,99.0
1261,LEBANON,EMBEDA,99.0
1262,WOODBURY,OXYCODONE HCL,99.0
1263,NEWBERN,TRAMADOL HCL,98.0
1264,MEMPHIS,ENDOCET,98.0
1265,MARTIN,TRAMADOL HCL-ACETAMINOPHEN,98.0
1266,WOODBURY,ACETAMINOPHEN-CODEINE,98.0
1267,CROSS PLAINS,TRAMADOL HCL,98.0
1268,GALLATIN,TRAMADOL HCL-ACETAMINOPHEN,98.0
1269,UNION CITY,ACETAMINOPHEN-CODEINE,98.0
1270,MILAN,MORPHINE SULFATE ER,97.0
1271,JELLICO,OXYCODONE HCL,97.0
1272,NEW JOHNSONVILLE,OXYCODONE-ACETAMINOPHEN,97.0
1273,"CHATTANOOGA,",HYDROCODONE-ACETAMINOPHEN,97.0
1274,GLEASON,OXYCODONE HCL,97.0
1275,LOUISVILLE,OXYCODONE-ACETAMINOPHEN,97.0
1276,BAXTER,OXYCODONE-ACETAMINOPHEN,97.0
1277,KNOXVILLE,OXYMORPHONE HCL,97.0
1278,WINCHESTER,NUCYNTA ER,97.0
1279,MADISON,OXYCONTIN,97.0
1280,UNICOI,TRAMADOL HCL,96.0
1281,LYNCHBURG,OXYCODONE-ACETAMINOPHEN,96.0
1282,MEDINA,TRAMADOL HCL,96.0
1283,HERMITAGE,OXYMORPHONE HCL ER,96.0
1284,COVINGTON,FENTANYL,96.0
1285,WARTRACE,TRAMADOL HCL,96.0
1286,LENOIR CITY,TRAMADOL HCL-ACETAMINOPHEN,96.0
1287,RUTHERFORD,OXYCODONE-ACETAMINOPHEN,96.0
1288,CAMDEN,MORPHINE SULFATE,96.0
1289,KINGSPORT,ENDOCET,96.0
1290,LAKE CITY,HYDROCODONE-ACETAMINOPHEN,96.0
1291,LAWRENCEBURG,ACETAMINOPHEN-CODEINE,95.0
1292,PLEASANT VIEW,FENTANYL,95.0
1293,OAKLAND,TRAMADOL HCL,95.0
1294,MONTEAGLE,OXYCODONE-ACETAMINOPHEN,95.0
1295,APISON,OXYCODONE-ACETAMINOPHEN,94.0
1296,GOODLETTSVILLE,FENTANYL,94.0
1297,ONEIDA,OPANA ER,93.0
1298,CORDOVA,TRAMADOL HCL ER,93.0
1299,HERMITAGE,HYDROMORPHONE HCL,93.0
1300,HIXSON,METHADONE HCL,93.0
1301,HARTSVILLE,OXYCONTIN,93.0
1302,JELLICO,ACETAMINOPHEN-CODEINE,93.0
1303,LENOIR CITY,FENTANYL,93.0
1304,LEBANON,BUTRANS,93.0
1305,JAMESTOWN,ENDOCET,92.0
1306,ROSSVILLE,ACETAMINOPHEN-CODEINE,92.0
1307,KINGSTON,MORPHINE SULFATE,92.0
1308,PALMER,OXYCODONE-ACETAMINOPHEN,92.0
1309,TIPTONVILLE,HYDROCODONE-ACETAMINOPHEN,92.0
1310,GATLINBURG,MORPHINE SULFATE ER,92.0
1311,BRIGHTON,OXYCODONE HCL,92.0
1312,DAYTON,METHADONE HCL,92.0
1313,HENDERSONVILLE,NUCYNTA ER,92.0
1314,HARTSVILLE,FENTANYL,91.0
1315,CLINTON,OXYCONTIN,91.0
1316,GREENFIELD,OXYCODONE-ACETAMINOPHEN,91.0
1317,TULLAHOMA,MORPHINE SULFATE,91.0
1318,SWEETWATER,MORPHINE SULFATE ER,91.0
1319,MURFREESBORO,OXYCODONE HCL ER,90.0
1320,ATOKA,METHADONE HCL,90.0
1321,MILAN,ACETAMINOPHEN-CODEINE,90.0
1322,SEYMOUR,MORPHINE SULFATE ER,90.0
1323,WARTBURG,FENTANYL,90.0
1324,CLIFTON,HYDROCODONE-ACETAMINOPHEN,90.0
1325,COOKEVILLE,OXYCODONE HCL ER,90.0
1326,TRACY CITY,OPANA ER,90.0
1327,ADAMSVILLE,ACETAMINOPHEN-CODEINE,89.0
1328,ASHLAND CITY,FENTANYL,89.0
1329,BYRDSTOWN,ACETAMINOPHEN-CODEINE,89.0
1330,CLINTON,FENTANYL,89.0
1331,DAYTON,OXYCONTIN,89.0
1332,SIGNAL MOUNTAIN,OXYCODONE-ACETAMINOPHEN,89.0
1333,HALLS,OXYCODONE HCL,88.0
1334,JACKSON,OXYMORPHONE HCL ER,88.0
1335,ROCKWOOD,OXYCODONE-ACETAMINOPHEN,88.0
1336,SMYRNA,TRAMADOL HCL ER,88.0
1337,COLLIERVILLE,OXYCONTIN,88.0
1338,ATHENS,BUTORPHANOL TARTRATE,88.0
1339,MIDDLETON,OXYCODONE-ACETAMINOPHEN,88.0
1340,DANDRIDGE,OXYMORPHONE HCL ER,88.0
1341,RIPLEY,FENTANYL,87.0
1342,PARSONS,MORPHINE SULFATE ER,87.0
1343,DOVER,OXYCODONE HCL,87.0
1344,BRISTOL,OXYCODONE HCL ER,87.0
1345,COOKEVILLE,ENDOCET,87.0
1346,MT PLEASANT,OXYCODONE HCL,87.0
1347,GERMANTOWN,METHADONE HCL,87.0
1348,GREENBACK,HYDROCODONE-ACETAMINOPHEN,86.0
1349,ALAMO,FENTANYL,86.0
1350,JACKSBORO,OXYCODONE HCL,85.0
1351,MURFREESBORO,TRAMADOL HCL ER,85.0
1352,ARLINGTON,MORPHINE SULFATE ER,85.0
1353,MAYNARDVILLE,OPANA ER,85.0
1354,MC EWEN,ACETAMINOPHEN-CODEINE,85.0
1355,ERIN,FENTANYL,85.0
1356,WHITE BLUFF,TRAMADOL HCL,84.0
1357,ATHENS,METHADONE HCL,84.0
1358,CLEVELAND,TRAMADOL HCL-ACETAMINOPHEN,84.0
1359,FRANKLIN,OPANA ER,84.0
1360,OAK RIDGE,ENDOCET,84.0
1361,LEBANON,HYDROMORPHONE HCL,84.0
1362,MURFREESBORO,ENDOCET,83.0
1363,BON AQUA,OXYCODONE-ACETAMINOPHEN,83.0
1364,HARTFORD,HYDROCODONE-ACETAMINOPHEN,83.0
1365,COPPERHILL,FENTANYL,82.0
1366,DANDRIDGE,ACETAMINOPHEN-CODEINE,82.0
1367,LOUISVILLE,TRAMADOL HCL,82.0
1368,EAST RIDGE,MORPHINE SULFATE,82.0
1369,CLARKRANGE,TRAMADOL HCL,82.0
1370,LOUDON,FENTANYL,82.0
1371,BRIGHTON,ENDOCET,82.0
1372,ONEIDA,OXYCONTIN,82.0
1373,BLAINE,OXYCODONE-ACETAMINOPHEN,81.0
1374,DICKSON,NUCYNTA ER,81.0
1375,LYNCHBURG,OXYCODONE HCL,81.0
1376,MADISON,FENTANYL,81.0
1377,CAMDEN,NUCYNTA ER,81.0
1378,SCOTTS HILL,HYDROCODONE-ACETAMINOPHEN,81.0
1379,JOHNSON CITY,BUTORPHANOL TARTRATE,81.0
1380,MARTIN,MORPHINE SULFATE,81.0
1381,KINGSTON,OXYMORPHONE HCL ER,81.0
1382,LENOIR CITY,ACETAMINOPHEN-CODEINE,80.0
1383,NEWPORT,OXYCONTIN,80.0
1384,MC KENZIE,FENTANYL,80.0
1385,MEDINA,OXYCODONE HCL,80.0
1386,SELMER,MORPHINE SULFATE,80.0
1387,NEWPORT,HYDROMORPHONE HCL,80.0
1388,CORRYTON,OPANA ER,80.0
1389,KNOXVILLE,TRAMADOL HCL ER,79.0
1390,CROSSVILLE,MORPHINE SULFATE,79.0
1391,PULASKI,ACETAMINOPHEN-CODEINE,79.0
1392,PINEY FLATS,TRAMADOL HCL,79.0
1393,BLUFF CITY,TRAMADOL HCL,79.0
1394,BEAN STATION,ACETAMINOPHEN-CODEINE,79.0
1395,LAFOLLETTE,OXYCODONE-ACETAMINOPHEN,79.0
1396,MILAN,FENTANYL,79.0
1397,CHURCH HILL,FENTANYL,79.0
1398,SMITHVILLE,TRAMADOL HCL-ACETAMINOPHEN,79.0
1399,CARTHAGE,OXYCONTIN,79.0
1400,DAYTON,MORPHINE SULFATE,79.0
1401,BRUCETON,MORPHINE SULFATE ER,79.0
1402,MC KENZIE,OXYCONTIN,78.0
1403,CHATTANOOGA,OXYCODONE HCL ER,78.0
1404,RAMER,TRAMADOL HCL,78.0
1405,GOODLETTSVILLE,OXYCONTIN,78.0
1406,JACKSBORO,MORPHINE SULFATE ER,78.0
1407,CROSSVILLE,OXYMORPHONE HCL ER,78.0
1408,ASHLAND CITY,OXYCODONE HCL,77.0
1409,CLARKSVILLE,OXYCODONE HCL ER,77.0
1410,SPENCER,MORPHINE SULFATE ER,77.0
1411,BLAINE,TRAMADOL HCL,77.0
1412,HENDERSONVILLE,OXYCODONE HCL ER,77.0
1413,RIPLEY,OXYCODONE HCL,77.0
1414,GREENEVILLE,MORPHINE SULFATE,76.0
1415,DICKSON,HYDROMORPHONE HCL,76.0
1416,FAYETTEVILLE,FENTANYL,76.0
1417,JOHNSON CITY,XTAMPZA ER,76.0
1418,JACKSON,EMBEDA,76.0
1419,BRISTOL,OXYMORPHONE HCL ER,76.0
1420,NEW TAZEWELL,OXYCODONE HCL,76.0
1421,MC MINNVILLE,MORPHINE SULFATE ER,75.0
1422,HERMITAGE,NUCYNTA ER,75.0
1423,LYNCHBURG,FENTANYL,75.0
1424,LEBANON,OPANA ER,75.0
1425,TULLAHOMA,TRAMADOL HCL-ACETAMINOPHEN,74.0
1426,SPRINGFIELD,METHADONE HCL,74.0
1427,SOMERVILLE,HYDROMORPHONE HCL,74.0
1428,POWELL,OXYMORPHONE HCL ER,74.0
1429,HENDERSON,HYDROMORPHONE HCL,74.0
1430,ALCOA,MORPHINE SULFATE,74.0
1431,WAVERLY,FENTANYL,74.0
1432,MEMPHIS,HYSINGLA ER,74.0
1433,ATOKA,MORPHINE SULFATE,74.0
1434,COLUMBIA,EMBEDA,74.0
1435,NEW JOHNSONVILLE,FENTANYL,73.0
1436,CHATTANOGA,HYDROCODONE-ACETAMINOPHEN,73.0
1437,BRISTOL,HYDROMORPHONE ER,73.0
1438,LEBANON,TRAMADOL HCL ER,73.0
1439,FAIRVIEW,HYDROCODONE-ACETAMINOPHEN,73.0
1440,SOMERVILLE,OXYCONTIN,73.0
1441,ARDMORE,TRAMADOL HCL,73.0
1442,PARSONS,OXYCODONE HCL,72.0
1443,GERMANTOWN,MORPHINE SULFATE,72.0
1444,SPRINGFIELD,OXYMORPHONE HCL ER,72.0
